timestamp, clocks.current.sm [MHz], pstate, utilization.gpu [%]
2026/08/31 16:34:51.711, 210 MHz, P8, 1 %
2026/08/31 16:34:51.743, 210 MHz, P8, 1 %
2026/08/31 16:34:51.774, 210 MHz, P8, 1 %
2026/08/31 16:34:51.806, 210 MHz, P8, 1 %
2026/08/31 16:34:51.838, 210 MHz, P8, 1 %
2026/08/31 16:34:51.870, 210 MHz, P8, 1 %
2026/08/31 16:34:51.902, 352 MHz, P8, 49 %
2026/08/31 16:34:51.934, 352 MHz, P8, 49 %
2026/08/31 16:34:51.964, 352 MHz, P8, 49 %
2026/08/31 16:34:51.996, 352 MHz, P8, 49 %
2026/08/31 16:34:52.027, 352 MHz, P8, 49 %
2026/08/31 16:34:52.058, 352 MHz, P8, 49 %
2026/08/31 16:34:52.088, 352 MHz, P8, 49 %
2026/08/31 16:34:52.119, 352 MHz, P8, 49 %
2026/08/31 16:34:52.149, 352 MHz, P8, 49 %
2026/08/31 16:34:52.181, 352 MHz, P8, 49 %
2026/08/31 16:34:52.211, 352 MHz, P8, 49 %
2026/08/31 16:34:52.241, 352 MHz, P8, 49 %
2026/08/31 16:34:52.271, 352 MHz, P8, 49 %
2026/08/31 16:34:52.301, 352 MHz, P8, 49 %
2026/08/31 16:34:52.331, 352 MHz, P8, 49 %
2026/08/31 16:34:52.363, 352 MHz, P8, 49 %
2026/08/31 16:34:52.393, 465 MHz, P5, 1 %
2026/08/31 16:34:52.424, 465 MHz, P5, 1 %
2026/08/31 16:34:52.454, 465 MHz, P5, 1 %
2026/08/31 16:34:52.484, 465 MHz, P5, 1 %
2026/08/31 16:34:52.514, 465 MHz, P5, 1 %
2026/08/31 16:34:52.545, 465 MHz, P5, 1 %
2026/08/31 16:34:52.576, 465 MHz, P5, 1 %
2026/08/31 16:34:52.606, 465 MHz, P5, 1 %
2026/08/31 16:34:52.636, 465 MHz, P5, 1 %
2026/08/31 16:34:52.668, 465 MHz, P5, 1 %
2026/08/31 16:34:52.699, 465 MHz, P5, 1 %
2026/08/31 16:34:52.730, 465 MHz, P5, 1 %
2026/08/31 16:34:52.760, 465 MHz, P5, 1 %
2026/08/31 16:34:52.790, 465 MHz, P5, 1 %
2026/08/31 16:34:52.820, 465 MHz, P5, 1 %
2026/08/31 16:34:52.851, 465 MHz, P5, 1 %
2026/08/31 16:34:52.883, 465 MHz, P5, 1 %
2026/08/31 16:34:52.915, 465 MHz, P5, 1 %
2026/08/31 16:34:52.945, 465 MHz, P5, 1 %
2026/08/31 16:34:52.975, 465 MHz, P5, 1 %
2026/08/31 16:34:53.005, 465 MHz, P5, 1 %
2026/08/31 16:34:53.035, 465 MHz, P5, 1 %
2026/08/31 16:34:53.067, 465 MHz, P5, 1 %
2026/08/31 16:34:53.097, 465 MHz, P5, 1 %
2026/08/31 16:34:53.129, 465 MHz, P5, 1 %
2026/08/31 16:34:53.160, 465 MHz, P5, 1 %
2026/08/31 16:34:53.190, 465 MHz, P5, 1 %
2026/08/31 16:34:53.220, 465 MHz, P5, 1 %
2026/08/31 16:34:53.250, 465 MHz, P5, 1 %
2026/08/31 16:34:53.280, 465 MHz, P5, 1 %
2026/08/31 16:34:53.310, 465 MHz, P5, 1 %
2026/08/31 16:34:53.341, 465 MHz, P5, 1 %
2026/08/31 16:34:53.373, 465 MHz, P5, 1 %
2026/08/31 16:34:53.404, 532 MHz, P5, 1 %
2026/08/31 16:34:53.435, 532 MHz, P5, 1 %
2026/08/31 16:34:53.465, 532 MHz, P5, 1 %
2026/08/31 16:34:53.497, 532 MHz, P5, 1 %
2026/08/31 16:34:53.528, 532 MHz, P5, 1 %
2026/08/31 16:34:53.559, 532 MHz, P5, 1 %
2026/08/31 16:34:53.591, 532 MHz, P5, 1 %
2026/08/31 16:34:53.622, 532 MHz, P5, 1 %
2026/08/31 16:34:53.653, 532 MHz, P5, 1 %
2026/08/31 16:34:53.685, 532 MHz, P5, 1 %
2026/08/31 16:34:53.715, 532 MHz, P5, 1 %
2026/08/31 16:34:53.747, 532 MHz, P5, 1 %
2026/08/31 16:34:53.777, 532 MHz, P5, 1 %
2026/08/31 16:34:53.807, 532 MHz, P5, 1 %
2026/08/31 16:34:53.837, 532 MHz, P5, 1 %
2026/08/31 16:34:53.867, 532 MHz, P5, 1 %
2026/08/31 16:34:53.897, 757 MHz, P5, 71 %
2026/08/31 16:34:53.928, 757 MHz, P5, 71 %
2026/08/31 16:34:53.959, 757 MHz, P5, 71 %
2026/08/31 16:34:53.991, 757 MHz, P5, 71 %
2026/08/31 16:34:54.023, 757 MHz, P5, 71 %
2026/08/31 16:34:54.053, 757 MHz, P5, 71 %
2026/08/31 16:34:54.083, 757 MHz, P5, 71 %
2026/08/31 16:34:54.113, 757 MHz, P5, 71 %
2026/08/31 16:34:54.143, 757 MHz, P5, 71 %
2026/08/31 16:34:54.174, 757 MHz, P5, 71 %
2026/08/31 16:34:54.206, 757 MHz, P5, 71 %
2026/08/31 16:34:54.237, 757 MHz, P5, 71 %
2026/08/31 16:34:54.268, 757 MHz, P5, 71 %
2026/08/31 16:34:54.300, 757 MHz, P5, 71 %
2026/08/31 16:34:54.332, 757 MHz, P5, 71 %
2026/08/31 16:34:54.363, 757 MHz, P5, 71 %
2026/08/31 16:34:54.393, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.423, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.454, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.484, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.516, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.548, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.580, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.612, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.642, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.672, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.703, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.735, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.767, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.799, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.830, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.862, 1447 MHz, P1, 32 %
2026/08/31 16:34:54.893, 1447 MHz, P1, 0 %
2026/08/31 16:34:54.925, 1447 MHz, P1, 0 %
2026/08/31 16:34:54.958, 1447 MHz, P1, 0 %
2026/08/31 16:34:54.989, 1447 MHz, P1, 0 %
2026/08/31 16:34:55.020, 1447 MHz, P1, 0 %
2026/08/31 16:34:55.052, 1447 MHz, P1, 0 %
2026/08/31 16:34:55.082, 1447 MHz, P1, 0 %
2026/08/31 16:34:55.113, 1447 MHz, P1, 0 %
2026/08/31 16:34:55.144, 1447 MHz, P1, 0 %
2026/08/31 16:34:55.176, 1447 MHz, P1, 0 %
2026/08/31 16:34:55.207, 1447 MHz, P1, 0 %
2026/08/31 16:34:55.238, 1447 MHz, P1, 0 %
2026/08/31 16:34:55.269, 1447 MHz, P1, 0 %
2026/08/31 16:34:55.301, 1447 MHz, P1, 0 %
2026/08/31 16:34:55.332, 1447 MHz, P1, 0 %
2026/08/31 16:34:55.364, 1447 MHz, P1, 0 %
2026/08/31 16:34:55.396, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.427, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.459, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.490, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.522, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.554, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.585, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.617, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.648, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.680, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.710, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.740, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.771, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.802, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.833, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.863, 1447 MHz, P1, 8 %
2026/08/31 16:34:55.894, 1447 MHz, P1, 9 %
2026/08/31 16:34:55.925, 1447 MHz, P1, 9 %
2026/08/31 16:34:55.955, 1447 MHz, P1, 9 %
2026/08/31 16:34:55.985, 1447 MHz, P1, 9 %
2026/08/31 16:34:56.015, 1447 MHz, P1, 9 %
2026/08/31 16:34:56.045, 1447 MHz, P1, 9 %
2026/08/31 16:34:56.077, 1447 MHz, P1, 9 %
2026/08/31 16:34:56.107, 1447 MHz, P1, 9 %
2026/08/31 16:34:56.137, 1447 MHz, P1, 9 %
2026/08/31 16:34:56.167, 1447 MHz, P1, 9 %
2026/08/31 16:34:56.198, 1447 MHz, P1, 9 %
2026/08/31 16:34:56.230, 1447 MHz, P1, 9 %
2026/08/31 16:34:56.260, 1447 MHz, P1, 9 %
2026/08/31 16:34:56.292, 1447 MHz, P1, 9 %
2026/08/31 16:34:56.323, 1447 MHz, P1, 9 %
2026/08/31 16:34:56.355, 1447 MHz, P1, 9 %
2026/08/31 16:34:56.386, 600 MHz, P3, 0 %
2026/08/31 16:34:56.418, 600 MHz, P3, 0 %
2026/08/31 16:34:56.448, 600 MHz, P3, 0 %
2026/08/31 16:34:56.479, 600 MHz, P3, 0 %
2026/08/31 16:34:56.509, 600 MHz, P3, 0 %
2026/08/31 16:34:56.539, 600 MHz, P3, 0 %
2026/08/31 16:34:56.571, 600 MHz, P3, 0 %
2026/08/31 16:34:56.602, 600 MHz, P3, 0 %
2026/08/31 16:34:56.634, 600 MHz, P3, 0 %
2026/08/31 16:34:56.666, 600 MHz, P3, 0 %
2026/08/31 16:34:56.697, 600 MHz, P3, 0 %
2026/08/31 16:34:56.728, 600 MHz, P3, 0 %
2026/08/31 16:34:56.760, 600 MHz, P3, 0 %
2026/08/31 16:34:56.791, 600 MHz, P3, 0 %
2026/08/31 16:34:56.823, 600 MHz, P3, 0 %
2026/08/31 16:34:56.855, 600 MHz, P3, 0 %
2026/08/31 16:34:56.886, 540 MHz, P3, 8 %
2026/08/31 16:34:56.916, 540 MHz, P3, 8 %
2026/08/31 16:34:56.947, 540 MHz, P3, 8 %
2026/08/31 16:34:56.979, 540 MHz, P3, 8 %
2026/08/31 16:34:57.010, 540 MHz, P3, 8 %
2026/08/31 16:34:57.041, 540 MHz, P3, 8 %
2026/08/31 16:34:57.073, 540 MHz, P3, 8 %
2026/08/31 16:34:57.103, 540 MHz, P3, 8 %
2026/08/31 16:34:57.134, 540 MHz, P3, 8 %
2026/08/31 16:34:57.166, 540 MHz, P3, 8 %
2026/08/31 16:34:57.197, 540 MHz, P3, 8 %
2026/08/31 16:34:57.227, 540 MHz, P3, 8 %
2026/08/31 16:34:57.257, 540 MHz, P3, 8 %
2026/08/31 16:34:57.287, 540 MHz, P3, 8 %
2026/08/31 16:34:57.317, 540 MHz, P3, 8 %
2026/08/31 16:34:57.347, 540 MHz, P3, 8 %
2026/08/31 16:34:57.379, 435 MHz, P5, 12 %
2026/08/31 16:34:57.409, 435 MHz, P5, 12 %
2026/08/31 16:34:57.440, 435 MHz, P5, 12 %
2026/08/31 16:34:57.471, 435 MHz, P5, 12 %
2026/08/31 16:34:57.502, 435 MHz, P5, 12 %
2026/08/31 16:34:57.533, 435 MHz, P5, 12 %
2026/08/31 16:34:57.563, 435 MHz, P5, 12 %
2026/08/31 16:34:57.594, 435 MHz, P5, 12 %
2026/08/31 16:34:57.625, 435 MHz, P5, 12 %
2026/08/31 16:34:57.657, 435 MHz, P5, 12 %
2026/08/31 16:34:57.688, 435 MHz, P5, 12 %
2026/08/31 16:34:57.718, 435 MHz, P5, 12 %
2026/08/31 16:34:57.748, 435 MHz, P5, 12 %
2026/08/31 16:34:57.778, 435 MHz, P5, 12 %
2026/08/31 16:34:57.810, 435 MHz, P5, 12 %
2026/08/31 16:34:57.842, 435 MHz, P5, 12 %
2026/08/31 16:34:57.874, 435 MHz, P5, 12 %
2026/08/31 16:34:57.904, 420 MHz, P5, 1 %
2026/08/31 16:34:57.936, 420 MHz, P5, 1 %
2026/08/31 16:34:57.966, 420 MHz, P5, 1 %
2026/08/31 16:34:57.997, 420 MHz, P5, 1 %
2026/08/31 16:34:58.029, 420 MHz, P5, 1 %
2026/08/31 16:34:58.059, 420 MHz, P5, 1 %
2026/08/31 16:34:58.092, 420 MHz, P5, 1 %
2026/08/31 16:34:58.123, 420 MHz, P5, 1 %
2026/08/31 16:34:58.155, 420 MHz, P5, 1 %
2026/08/31 16:34:58.185, 420 MHz, P5, 1 %
2026/08/31 16:34:58.216, 420 MHz, P5, 1 %
2026/08/31 16:34:58.246, 420 MHz, P5, 1 %
2026/08/31 16:34:58.276, 420 MHz, P5, 1 %
2026/08/31 16:34:58.306, 420 MHz, P5, 1 %
2026/08/31 16:34:58.337, 420 MHz, P5, 1 %
2026/08/31 16:34:58.368, 420 MHz, P5, 1 %
2026/08/31 16:34:58.399, 660 MHz, P5, 35 %
2026/08/31 16:34:58.431, 660 MHz, P5, 35 %
2026/08/31 16:34:58.461, 660 MHz, P5, 35 %
2026/08/31 16:34:58.492, 660 MHz, P5, 35 %
2026/08/31 16:34:58.522, 660 MHz, P5, 35 %
2026/08/31 16:34:58.553, 660 MHz, P5, 35 %
2026/08/31 16:34:58.585, 660 MHz, P5, 35 %
2026/08/31 16:34:58.617, 660 MHz, P5, 35 %
2026/08/31 16:34:58.648, 660 MHz, P5, 35 %
2026/08/31 16:34:58.680, 660 MHz, P5, 35 %
2026/08/31 16:34:58.711, 660 MHz, P5, 35 %
2026/08/31 16:34:58.742, 660 MHz, P5, 35 %
2026/08/31 16:34:58.774, 660 MHz, P5, 35 %
2026/08/31 16:34:58.804, 660 MHz, P5, 35 %
2026/08/31 16:34:58.834, 660 MHz, P5, 35 %
2026/08/31 16:34:58.864, 660 MHz, P5, 35 %
2026/08/31 16:34:58.894, 660 MHz, P5, 31 %
2026/08/31 16:34:58.925, 660 MHz, P5, 31 %
2026/08/31 16:34:58.955, 660 MHz, P5, 31 %
2026/08/31 16:34:58.986, 660 MHz, P5, 31 %
2026/08/31 16:34:59.017, 660 MHz, P5, 31 %
2026/08/31 16:34:59.049, 660 MHz, P5, 31 %
2026/08/31 16:34:59.079, 660 MHz, P5, 31 %
2026/08/31 16:34:59.110, 660 MHz, P5, 31 %
2026/08/31 16:34:59.142, 660 MHz, P5, 31 %
2026/08/31 16:34:59.173, 660 MHz, P5, 31 %
2026/08/31 16:34:59.204, 660 MHz, P5, 31 %
2026/08/31 16:34:59.235, 660 MHz, P5, 31 %
2026/08/31 16:34:59.266, 660 MHz, P5, 31 %
2026/08/31 16:34:59.297, 660 MHz, P5, 31 %
2026/08/31 16:34:59.328, 660 MHz, P5, 31 %
2026/08/31 16:34:59.359, 660 MHz, P5, 31 %
2026/08/31 16:34:59.389, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.420, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.451, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.482, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.513, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.543, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.575, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.606, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.636, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.666, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.697, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.728, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.758, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.789, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.819, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.849, 1500 MHz, P1, 81 %
2026/08/31 16:34:59.879, 1500 MHz, P1, 0 %
2026/08/31 16:34:59.909, 1500 MHz, P1, 0 %
2026/08/31 16:34:59.941, 1500 MHz, P1, 0 %
2026/08/31 16:34:59.972, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.002, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.032, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.063, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.094, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.125, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.156, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.186, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.217, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.249, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.280, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.311, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.342, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.373, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.404, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.434, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.465, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.496, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.527, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.557, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.587, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.618, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.649, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.680, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.711, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.742, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.774, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.806, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.836, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.866, 1500 MHz, P1, 1 %
2026/08/31 16:35:00.896, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.926, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.956, 1500 MHz, P1, 0 %
2026/08/31 16:35:00.988, 1500 MHz, P1, 0 %
2026/08/31 16:35:01.019, 1500 MHz, P1, 0 %
2026/08/31 16:35:01.050, 1500 MHz, P1, 0 %
2026/08/31 16:35:01.082, 1500 MHz, P1, 0 %
2026/08/31 16:35:01.114, 1500 MHz, P1, 0 %
2026/08/31 16:35:01.145, 1500 MHz, P1, 0 %
2026/08/31 16:35:01.177, 1500 MHz, P1, 0 %
2026/08/31 16:35:01.206, 1500 MHz, P1, 0 %
2026/08/31 16:35:01.237, 1500 MHz, P1, 0 %
2026/08/31 16:35:01.268, 1500 MHz, P1, 0 %
2026/08/31 16:35:01.299, 1500 MHz, P1, 0 %
2026/08/31 16:35:01.331, 1500 MHz, P1, 0 %
2026/08/31 16:35:01.362, 1500 MHz, P1, 0 %
2026/08/31 16:35:01.392, 322 MHz, P5, 0 %
2026/08/31 16:35:01.422, 322 MHz, P5, 0 %
2026/08/31 16:35:01.452, 322 MHz, P5, 0 %
2026/08/31 16:35:01.483, 322 MHz, P5, 0 %
2026/08/31 16:35:01.513, 322 MHz, P5, 0 %
2026/08/31 16:35:01.545, 322 MHz, P5, 0 %
2026/08/31 16:35:01.576, 322 MHz, P5, 0 %
2026/08/31 16:35:01.607, 322 MHz, P5, 0 %
2026/08/31 16:35:01.638, 322 MHz, P5, 0 %
2026/08/31 16:35:01.668, 322 MHz, P5, 0 %
2026/08/31 16:35:01.699, 322 MHz, P5, 0 %
2026/08/31 16:35:01.730, 322 MHz, P5, 0 %
2026/08/31 16:35:01.760, 322 MHz, P5, 0 %
2026/08/31 16:35:01.790, 322 MHz, P5, 0 %
2026/08/31 16:35:01.820, 322 MHz, P5, 0 %
2026/08/31 16:35:01.851, 322 MHz, P5, 0 %
2026/08/31 16:35:01.881, 270 MHz, P5, 0 %
2026/08/31 16:35:01.911, 270 MHz, P5, 0 %
2026/08/31 16:35:01.941, 270 MHz, P5, 0 %
2026/08/31 16:35:01.973, 270 MHz, P5, 0 %
2026/08/31 16:35:02.005, 270 MHz, P5, 0 %
2026/08/31 16:35:02.035, 270 MHz, P5, 0 %
2026/08/31 16:35:02.067, 270 MHz, P5, 0 %
2026/08/31 16:35:02.098, 270 MHz, P5, 0 %
2026/08/31 16:35:02.129, 270 MHz, P5, 0 %
2026/08/31 16:35:02.159, 270 MHz, P5, 0 %
2026/08/31 16:35:02.191, 270 MHz, P5, 0 %
2026/08/31 16:35:02.222, 270 MHz, P5, 0 %
2026/08/31 16:35:02.252, 270 MHz, P5, 0 %
2026/08/31 16:35:02.282, 270 MHz, P5, 0 %
2026/08/31 16:35:02.312, 270 MHz, P5, 0 %
2026/08/31 16:35:02.343, 270 MHz, P5, 0 %
2026/08/31 16:35:02.374, 270 MHz, P5, 0 %
2026/08/31 16:35:02.406, 210 MHz, P8, 1 %
2026/08/31 16:35:02.438, 210 MHz, P8, 1 %
2026/08/31 16:35:02.470, 210 MHz, P8, 1 %
2026/08/31 16:35:02.501, 210 MHz, P8, 1 %
2026/08/31 16:35:02.533, 210 MHz, P8, 1 %
2026/08/31 16:35:02.563, 210 MHz, P8, 1 %
2026/08/31 16:35:02.593, 210 MHz, P8, 1 %
2026/08/31 16:35:02.625, 210 MHz, P8, 1 %
2026/08/31 16:35:02.656, 210 MHz, P8, 1 %
2026/08/31 16:35:02.688, 210 MHz, P8, 1 %
2026/08/31 16:35:02.718, 210 MHz, P8, 1 %
2026/08/31 16:35:02.749, 210 MHz, P8, 1 %
2026/08/31 16:35:02.781, 210 MHz, P8, 1 %
2026/08/31 16:35:02.813, 210 MHz, P8, 1 %
2026/08/31 16:35:02.844, 210 MHz, P8, 1 %
2026/08/31 16:35:02.875, 210 MHz, P8, 1 %
2026/08/31 16:35:02.907, 210 MHz, P8, 2 %
2026/08/31 16:35:02.938, 210 MHz, P8, 2 %
2026/08/31 16:35:02.969, 210 MHz, P8, 2 %
2026/08/31 16:35:03.001, 210 MHz, P8, 2 %
2026/08/31 16:35:03.033, 210 MHz, P8, 2 %
2026/08/31 16:35:03.064, 210 MHz, P8, 2 %
2026/08/31 16:35:03.096, 210 MHz, P8, 2 %
2026/08/31 16:35:03.128, 210 MHz, P8, 2 %
2026/08/31 16:35:03.159, 210 MHz, P8, 2 %
2026/08/31 16:35:03.190, 210 MHz, P8, 2 %
2026/08/31 16:35:03.220, 210 MHz, P8, 2 %
2026/08/31 16:35:03.251, 210 MHz, P8, 2 %
2026/08/31 16:35:03.281, 210 MHz, P8, 2 %
2026/08/31 16:35:03.311, 210 MHz, P8, 2 %
2026/08/31 16:35:03.341, 210 MHz, P8, 2 %
2026/08/31 16:35:03.371, 210 MHz, P8, 2 %
2026/08/31 16:35:03.401, 210 MHz, P8, 1 %
2026/08/31 16:35:03.431, 210 MHz, P8, 1 %
2026/08/31 16:35:03.462, 210 MHz, P8, 1 %
2026/08/31 16:35:03.493, 210 MHz, P8, 1 %
2026/08/31 16:35:03.525, 210 MHz, P8, 1 %
2026/08/31 16:35:03.555, 210 MHz, P8, 1 %
2026/08/31 16:35:03.587, 210 MHz, P8, 1 %
2026/08/31 16:35:03.617, 210 MHz, P8, 1 %
2026/08/31 16:35:03.647, 210 MHz, P8, 1 %
2026/08/31 16:35:03.679, 210 MHz, P8, 1 %
2026/08/31 16:35:03.710, 210 MHz, P8, 1 %
2026/08/31 16:35:03.740, 210 MHz, P8, 1 %
2026/08/31 16:35:03.772, 210 MHz, P8, 1 %
2026/08/31 16:35:03.804, 210 MHz, P8, 1 %
2026/08/31 16:35:03.834, 210 MHz, P8, 1 %
2026/08/31 16:35:03.865, 210 MHz, P8, 1 %
2026/08/31 16:35:03.895, 210 MHz, P8, 1 %
2026/08/31 16:35:03.925, 210 MHz, P8, 1 %
2026/08/31 16:35:03.956, 210 MHz, P8, 1 %
2026/08/31 16:35:03.986, 210 MHz, P8, 1 %
2026/08/31 16:35:04.018, 210 MHz, P8, 1 %
2026/08/31 16:35:04.049, 210 MHz, P8, 1 %
2026/08/31 16:35:04.080, 210 MHz, P8, 1 %
2026/08/31 16:35:04.111, 210 MHz, P8, 1 %
2026/08/31 16:35:04.141, 210 MHz, P8, 1 %
2026/08/31 16:35:04.171, 210 MHz, P8, 1 %
2026/08/31 16:35:04.201, 210 MHz, P8, 1 %
2026/08/31 16:35:04.231, 210 MHz, P8, 1 %
2026/08/31 16:35:04.262, 210 MHz, P8, 1 %
2026/08/31 16:35:04.292, 210 MHz, P8, 1 %
2026/08/31 16:35:04.323, 210 MHz, P8, 1 %
2026/08/31 16:35:04.354, 210 MHz, P8, 1 %
2026/08/31 16:35:04.385, 210 MHz, P8, 1 %
2026/08/31 16:35:04.416, 210 MHz, P8, 1 %
2026/08/31 16:35:04.446, 210 MHz, P8, 1 %
2026/08/31 16:35:04.476, 210 MHz, P8, 1 %
2026/08/31 16:35:04.508, 210 MHz, P8, 1 %
2026/08/31 16:35:04.539, 210 MHz, P8, 1 %
2026/08/31 16:35:04.569, 210 MHz, P8, 1 %
2026/08/31 16:35:04.600, 210 MHz, P8, 1 %
2026/08/31 16:35:04.630, 210 MHz, P8, 1 %
2026/08/31 16:35:04.661, 210 MHz, P8, 1 %
2026/08/31 16:35:04.693, 210 MHz, P8, 1 %
2026/08/31 16:35:04.723, 210 MHz, P8, 1 %
2026/08/31 16:35:04.753, 210 MHz, P8, 1 %
2026/08/31 16:35:04.785, 210 MHz, P8, 1 %
2026/08/31 16:35:04.817, 210 MHz, P8, 1 %
2026/08/31 16:35:04.847, 210 MHz, P8, 1 %
2026/08/31 16:35:04.879, 210 MHz, P8, 1 %
2026/08/31 16:35:04.910, 210 MHz, P8, 1 %
2026/08/31 16:35:04.941, 210 MHz, P8, 1 %
2026/08/31 16:35:04.972, 210 MHz, P8, 1 %
2026/08/31 16:35:05.002, 210 MHz, P8, 1 %
2026/08/31 16:35:05.032, 210 MHz, P8, 1 %
2026/08/31 16:35:05.063, 210 MHz, P8, 1 %
2026/08/31 16:35:05.093, 210 MHz, P8, 1 %
2026/08/31 16:35:05.125, 210 MHz, P8, 1 %
2026/08/31 16:35:05.157, 210 MHz, P8, 1 %
2026/08/31 16:35:05.188, 210 MHz, P8, 1 %
2026/08/31 16:35:05.218, 210 MHz, P8, 1 %
2026/08/31 16:35:05.248, 210 MHz, P8, 1 %
2026/08/31 16:35:05.279, 210 MHz, P8, 1 %
2026/08/31 16:35:05.311, 210 MHz, P8, 1 %
2026/08/31 16:35:05.341, 210 MHz, P8, 1 %
2026/08/31 16:35:05.373, 210 MHz, P8, 1 %
2026/08/31 16:35:05.403, 210 MHz, P8, 2 %
2026/08/31 16:35:05.433, 210 MHz, P8, 2 %
2026/08/31 16:35:05.463, 210 MHz, P8, 2 %
2026/08/31 16:35:05.494, 210 MHz, P8, 2 %
2026/08/31 16:35:05.526, 210 MHz, P8, 2 %
2026/08/31 16:35:05.558, 210 MHz, P8, 2 %
2026/08/31 16:35:05.589, 210 MHz, P8, 2 %
2026/08/31 16:35:05.619, 210 MHz, P8, 2 %
2026/08/31 16:35:05.649, 210 MHz, P8, 2 %
2026/08/31 16:35:05.680, 210 MHz, P8, 2 %
2026/08/31 16:35:05.712, 210 MHz, P8, 2 %
2026/08/31 16:35:05.742, 210 MHz, P8, 2 %
2026/08/31 16:35:05.772, 210 MHz, P8, 2 %
2026/08/31 16:35:05.804, 210 MHz, P8, 2 %
2026/08/31 16:35:05.835, 210 MHz, P8, 2 %
2026/08/31 16:35:05.865, 210 MHz, P8, 2 %
2026/08/31 16:35:05.895, 210 MHz, P8, 1 %
2026/08/31 16:35:05.925, 210 MHz, P8, 1 %
